epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,1995.02,1.41985,2.53628,1.21958,1.1269,0.88871,0.7119,0.83259,0.53897,0.87189,0.70839,0.81945,0.38261,1.27533,2.25832,0.97349,1.08782,0.0010199,0.0010199,0.0010199
101,2015.01,1.45308,2.52181,1.21953,1.1287,0.83073,0.73889,0.82741,0.53155,0.85447,0.7119,0.81938,0.37849,1.29551,2.26466,0.94371,1.09518,0.00101,0.00101,0.00101
102,2034.74,1.42823,2.39878,1.22032,1.12835,0.82929,0.75651,0.83124,0.52102,0.82503,0.75376,0.82337,0.4038,1.31138,2.21491,0.92627,1.10475,0.0010001,0.0010001,0.0010001
103,2054.78,1.43544,2.48038,1.19622,1.13036,0.85667,0.71099,0.8177,0.51959,0.84153,0.71067,0.81213,0.36472,1.28681,2.28991,0.96538,1.10073,0.0009902,0.0009902,0.0009902
104,2074.75,1.37589,2.46358,1.15739,1.094,0.87554,0.75465,0.84202,0.52937,0.85961,0.74907,0.82452,0.36955,1.30973,2.25688,0.8949,1.10845,0.0009803,0.0009803,0.0009803
105,2094.56,1.3989,2.49467,1.16068,1.1053,0.87826,0.75094,0.83327,0.54341,0.8719,0.74646,0.82568,0.37739,1.25586,2.24058,0.90584,1.09166,0.0009704,0.0009704,0.0009704
106,2114.4,1.419,2.51177,1.14233,1.11576,0.89001,0.76208,0.85527,0.5495,0.88133,0.75465,0.83811,0.38293,1.27695,2.24333,0.88758,1.08485,0.0009605,0.0009605,0.0009605
107,2134.18,1.42596,2.45613,1.19242,1.11698,0.85229,0.74349,0.83176,0.53658,0.84478,0.73606,0.82554,0.38171,1.27322,2.2015,0.93284,1.07572,0.0009506,0.0009506,0.0009506
108,2153.94,1.41658,2.43885,1.18866,1.09404,0.88043,0.76648,0.85536,0.56652,0.87616,0.76276,0.84658,0.41249,1.23299,2.16244,0.84431,1.06679,0.0009407,0.0009407,0.0009407
109,2173.75,1.4024,2.50603,1.10968,1.10692,0.88411,0.76766,0.86877,0.58105,0.87963,0.76022,0.8624,0.40731,1.19713,2.17118,0.83236,1.05363,0.0009308,0.0009308,0.0009308
110,2193.53,1.32251,2.36993,1.05399,1.07698,0.90437,0.77323,0.87305,0.5805,0.89785,0.76766,0.86462,0.4166,1.20938,2.13863,0.81428,1.06028,0.0009209,0.0009209,0.0009209
111,2213.55,1.32318,2.41581,1.09566,1.07792,0.8801,0.80496,0.86895,0.56781,0.87614,0.80204,0.86564,0.40028,1.22875,2.16742,0.82388,1.06223,0.000911,0.000911,0.000911
112,2233.9,1.36776,2.46193,1.08555,1.0901,0.90602,0.76022,0.86659,0.56835,0.89608,0.7533,0.85019,0.36231,1.22882,2.23852,0.85432,1.06621,0.0009011,0.0009011,0.0009011
113,2254.18,1.4292,2.40942,1.11982,1.11026,0.87005,0.82714,0.88183,0.58148,0.87201,0.829,0.88122,0.4147,1.20197,2.15889,0.87612,1.0504,0.0008912,0.0008912,0.0008912
114,2274.16,1.38015,2.44774,1.03831,1.08417,0.89694,0.79926,0.87777,0.5837,0.89224,0.80112,0.87562,0.43387,1.2027,2.13518,0.81285,1.05184,0.0008813,0.0008813,0.0008813
115,2294.35,1.37096,2.32326,1.08259,1.07433,0.84441,0.75651,0.8464,0.5413,0.84441,0.75651,0.84312,0.42284,1.26605,2.20031,0.89899,1.07832,0.0008714,0.0008714,0.0008714
116,2314.59,1.36819,2.39653,1.07984,1.09481,0.90321,0.81599,0.88794,0.5944,0.89563,0.79752,0.87543,0.40496,1.19396,2.16308,0.79686,1.05768,0.0008615,0.0008615,0.0008615
117,2334.44,1.35379,2.35759,1.05473,1.06719,0.89847,0.83457,0.89891,0.60542,0.88844,0.81418,0.87986,0.42395,1.1737,2.1648,0.7813,1.03804,0.0008516,0.0008516,0.0008516
118,2354.2,1.34318,2.46562,1.06254,1.08674,0.89676,0.8197,0.89078,0.60054,0.88896,0.81227,0.88223,0.43749,1.17683,2.1237,0.78994,1.04275,0.0008417,0.0008417,0.0008417
119,2373.97,1.26696,2.35085,0.99888,1.0475,0.91355,0.80532,0.89124,0.58499,0.90722,0.79974,0.88363,0.43788,1.19816,2.13716,0.77318,1.05089,0.0008318,0.0008318,0.0008318
120,2393.64,1.33113,2.34794,1.00498,1.07471,0.88406,0.80788,0.87309,0.57613,0.87389,0.79859,0.86424,0.41987,1.21151,2.1325,0.80107,1.05705,0.0008219,0.0008219,0.0008219
121,2413.35,1.34972,2.45974,1.04481,1.06052,0.90802,0.79926,0.88027,0.58403,0.89568,0.78625,0.86628,0.38343,1.18914,2.1432,0.78422,1.05754,0.000812,0.000812,0.000812
122,2433.57,1.33537,2.32348,1.02322,1.07321,0.92747,0.81599,0.89909,0.6093,0.91305,0.80023,0.87414,0.43194,1.1426,2.075,0.74494,1.03287,0.0008021,0.0008021,0.0008021
123,2453.37,1.31981,2.32685,1.00113,1.0584,0.94045,0.81413,0.90333,0.62532,0.91467,0.80855,0.89283,0.44004,1.13254,2.07764,0.72503,1.02718,0.0007922,0.0007922,0.0007922
124,2473.17,1.25973,2.32535,0.94951,1.04709,0.88934,0.83643,0.8935,0.60482,0.88744,0.82065,0.87832,0.41657,1.15069,2.10463,0.7525,1.03082,0.0007823,0.0007823,0.0007823
125,2493.1,1.34281,2.39211,1.05581,1.07097,0.94658,0.84572,0.90359,0.61728,0.93935,0.83482,0.89598,0.4625,1.15169,2.05391,0.73537,1.02555,0.0007724,0.0007724,0.0007724
126,2512.93,1.30862,2.3629,1.04135,1.06256,0.91106,0.81599,0.89495,0.61163,0.89026,0.81426,0.88164,0.4222,1.14441,2.13207,0.77537,1.03056,0.0007625,0.0007625,0.0007625
127,2532.86,1.32643,2.36313,1.02717,1.07912,0.92645,0.79554,0.89782,0.60375,0.9152,0.78625,0.87886,0.4424,1.13669,2.10132,0.76417,1.02851,0.0007526,0.0007526,0.0007526
128,2552.82,1.31191,2.3165,0.99217,1.05719,0.93697,0.82893,0.9056,0.62468,0.92725,0.82156,0.8923,0.44547,1.10531,2.06732,0.71844,1.01261,0.0007427,0.0007427,0.0007427
129,2572.31,1.28151,2.32273,0.99363,1.04979,0.93637,0.83643,0.90291,0.61651,0.91576,0.83271,0.88909,0.42853,1.12109,2.06418,0.7183,1.02192,0.0007328,0.0007328,0.0007328
130,2592.45,1.26289,2.31931,0.9564,1.06204,0.93622,0.83271,0.90025,0.61222,0.92995,0.82714,0.89708,0.43715,1.13162,2.04905,0.73859,1.03042,0.0007229,0.0007229,0.0007229
131,2612.11,1.25881,2.2884,0.99159,1.0614,0.92996,0.85502,0.91649,0.64196,0.92591,0.8513,0.91123,0.4641,1.08586,2.01643,0.68572,1.00263,0.000713,0.000713,0.000713
132,2631.81,1.23819,2.26696,0.9485,1.02136,0.91204,0.86733,0.91912,0.64383,0.90224,0.85769,0.90916,0.46993,1.07142,2.00864,0.67264,0.99928,0.0007031,0.0007031,0.0007031
133,2651.54,1.25093,2.27891,0.97724,1.04065,0.93717,0.85874,0.91733,0.62908,0.92705,0.85031,0.91317,0.46922,1.10936,2.00431,0.69446,1.01188,0.0006932,0.0006932,0.0006932
134,2671.05,1.24405,2.31418,0.91793,1.03946,0.94557,0.83956,0.91524,0.64306,0.93689,0.82777,0.90194,0.44138,1.08767,2.05025,0.68573,1.01137,0.0006833,0.0006833,0.0006833
135,2690.86,1.23227,2.20295,0.87886,1.03271,0.94524,0.83413,0.91012,0.6423,0.94313,0.83227,0.90739,0.44982,1.05371,2.01672,0.69893,0.98867,0.0006734,0.0006734,0.0006734
136,2710.81,1.25393,2.28634,0.93283,1.02814,0.89631,0.86767,0.91327,0.6351,0.88655,0.85699,0.90137,0.46007,1.09034,2.01227,0.69339,0.99761,0.0006635,0.0006635,0.0006635
137,2730.53,1.24904,2.3359,0.9485,1.03773,0.95836,0.85552,0.91895,0.64328,0.95627,0.85367,0.91757,0.46137,1.07769,2.00152,0.68494,0.99594,0.0006536,0.0006536,0.0006536
138,2750.14,1.21708,2.24556,0.92544,1.02871,0.93359,0.86233,0.91662,0.63673,0.92751,0.85621,0.91411,0.45883,1.0793,2.00233,0.6774,1.00188,0.0006437,0.0006437,0.0006437
139,2769.9,1.24919,2.20524,0.91842,1.03531,0.94083,0.88104,0.92386,0.65582,0.93205,0.88104,0.91932,0.45958,1.05433,1.9833,0.65695,0.98439,0.0006338,0.0006338,0.0006338
140,2789.65,1.21483,2.29187,0.88317,1.02805,0.96,0.84764,0.91707,0.63265,0.95403,0.84869,0.90902,0.47219,1.10268,1.99761,0.68138,1.00123,0.0006239,0.0006239,0.0006239
141,2809.39,1.17691,2.19079,0.90298,1.03242,0.94913,0.86708,0.92057,0.63592,0.93896,0.85778,0.916,0.46463,1.11351,2.01746,0.6785,1.01331,0.000614,0.000614,0.000614
142,2828.95,1.18683,2.17143,0.86534,1.01295,0.96008,0.85502,0.92531,0.6503,0.9599,0.84533,0.92224,0.48258,1.08739,2.00478,0.65556,1.0019,0.0006041,0.0006041,0.0006041
143,2848.62,1.21465,2.18601,0.8933,1.03213,0.93547,0.86059,0.91993,0.65138,0.93695,0.83829,0.90535,0.4585,1.06118,1.99916,0.65842,0.99419,0.0005942,0.0005942,0.0005942
144,2868.4,1.19494,2.2058,0.86123,1.03159,0.92889,0.84979,0.92113,0.64705,0.92889,0.84979,0.91729,0.47434,1.03829,1.96076,0.66461,0.98232,0.0005843,0.0005843,0.0005843
145,2888.27,1.25152,2.28049,0.92278,1.0277,0.96471,0.86376,0.92844,0.66437,0.95639,0.85594,0.92333,0.48093,1.03535,1.95854,0.65518,0.97882,0.0005744,0.0005744,0.0005744
146,2908.86,1.22052,2.16522,0.87447,1.01137,0.94944,0.88848,0.93152,0.69103,0.94427,0.8829,0.929,0.47309,0.97353,1.94724,0.62553,0.95912,0.0005645,0.0005645,0.0005645
147,2928.3,1.12645,2.20382,0.82605,0.99117,0.95157,0.87652,0.93386,0.67949,0.94754,0.87281,0.93126,0.4941,1.01044,1.93173,0.6318,0.974,0.0005546,0.0005546,0.0005546
148,2948.24,1.22453,2.24232,0.91934,1.02483,0.94493,0.89296,0.93181,0.67988,0.94689,0.89482,0.9348,0.47986,0.99193,1.92543,0.63386,0.96254,0.0005447,0.0005447,0.0005447
149,2967.91,1.15032,2.19454,0.84908,0.99574,0.93866,0.8829,0.93339,0.68523,0.93485,0.88104,0.93102,0.48231,0.97589,1.93525,0.62287,0.95756,0.0005348,0.0005348,0.0005348
150,2987.48,1.16282,2.20773,0.8449,0.98695,0.96131,0.87753,0.93146,0.6664,0.95725,0.87394,0.93103,0.49361,1.02163,1.93986,0.62888,0.97043,0.0005249,0.0005249,0.0005249
151,3006.86,1.19757,2.13566,0.85119,1.01275,0.9514,0.87322,0.92936,0.6616,0.94937,0.87136,0.9262,0.48748,1.04087,1.94084,0.62771,0.98055,0.000515,0.000515,0.000515
152,3026.25,1.13733,2.16618,0.83228,0.99464,0.93946,0.88848,0.93114,0.67962,0.9289,0.87424,0.91863,0.4805,0.99198,1.91699,0.62943,0.96201,0.0005051,0.0005051,0.0005051
153,3046.03,1.13299,2.11317,0.8441,0.97448,0.94567,0.89591,0.93276,0.67591,0.94371,0.89405,0.93224,0.48761,0.9997,1.91412,0.62079,0.96448,0.0004952,0.0004952,0.0004952
154,3065.7,1.16047,2.2049,0.84546,0.99665,0.96792,0.87175,0.93552,0.68554,0.96066,0.85502,0.92673,0.49011,0.95904,1.88818,0.60807,0.95255,0.0004853,0.0004853,0.0004853
155,3085.25,1.15679,2.15975,0.83663,0.99777,0.9732,0.87743,0.93661,0.69239,0.96289,0.8682,0.92582,0.48731,0.97216,1.90451,0.59985,0.95475,0.0004754,0.0004754,0.0004754
156,3104.75,1.16163,2.17355,0.84239,1.00066,0.97308,0.87352,0.93303,0.67766,0.97101,0.87166,0.93515,0.50769,0.98786,1.90037,0.61388,0.95794,0.0004655,0.0004655,0.0004655
157,3124.3,1.17067,2.14357,0.81559,0.99699,0.96913,0.87521,0.93476,0.67577,0.95885,0.86629,0.92468,0.48967,0.98443,1.89133,0.61844,0.95855,0.0004556,0.0004556,0.0004556
158,3143.95,1.14661,2.16575,0.8401,1.0055,0.97948,0.86803,0.93504,0.68567,0.97286,0.86625,0.93199,0.49704,0.96728,1.86076,0.6075,0.9523,0.0004457,0.0004457,0.0004457
159,3163.47,1.12299,2.14425,0.80658,0.98957,0.96797,0.89867,0.94026,0.69909,0.96396,0.89495,0.93714,0.50996,0.95853,1.86154,0.58781,0.94794,0.0004358,0.0004358,0.0004358
160,3183.28,1.09342,2.13777,0.78006,0.99012,0.97558,0.89105,0.94199,0.69737,0.97151,0.88733,0.93812,0.49479,0.94758,1.84737,0.5787,0.94194,0.0004259,0.0004259,0.0004259
161,3202.97,1.10113,2.09358,0.79289,0.97192,0.96623,0.90421,0.93818,0.7012,0.96028,0.89881,0.93427,0.51127,0.93824,1.84104,0.59316,0.94372,0.000416,0.000416,0.000416
162,3222.51,1.08941,2.08337,0.79394,0.98092,0.97904,0.87361,0.93638,0.6976,0.97487,0.86989,0.93221,0.49905,0.94255,1.84756,0.58925,0.94587,0.0004061,0.0004061,0.0004061
163,3242.11,1.09853,2.13311,0.77946,0.98036,0.96511,0.88662,0.93733,0.69636,0.95904,0.88104,0.92991,0.50457,0.9424,1.85525,0.59679,0.94377,0.0003962,0.0003962,0.0003962
164,3261.65,1.10136,2.08096,0.80342,0.98788,0.97564,0.89333,0.94025,0.70181,0.97159,0.89,0.93594,0.49238,0.92728,1.83343,0.58092,0.93994,0.0003863,0.0003863,0.0003863
165,3281.21,1.07954,2.07493,0.79205,0.96309,0.98702,0.89219,0.94028,0.70062,0.98291,0.88848,0.93784,0.49769,0.94209,1.84226,0.5725,0.94554,0.0003764,0.0003764,0.0003764
166,3300.63,1.10383,2.15736,0.80649,0.99497,0.97917,0.8829,0.93971,0.70835,0.97504,0.87918,0.93823,0.50814,0.92649,1.83932,0.57656,0.94086,0.0003665,0.0003665,0.0003665
167,3320.06,1.07902,2.06926,0.79038,0.97852,0.97786,0.90288,0.94192,0.71635,0.96978,0.89486,0.93901,0.49717,0.89865,1.83448,0.56841,0.9306,0.0003566,0.0003566,0.0003566
168,3339.84,1.12161,2.07537,0.78416,0.98368,0.976,0.90335,0.9403,0.71781,0.96776,0.89591,0.93507,0.5111,0.89818,1.82001,0.57681,0.93076,0.0003467,0.0003467,0.0003467
169,3359.21,1.0873,2.19556,0.79596,0.99077,0.97587,0.90197,0.94225,0.71382,0.96983,0.8964,0.93663,0.50695,0.90592,1.83057,0.5656,0.92986,0.0003368,0.0003368,0.0003368
170,3378.57,1.04846,2.0648,0.78536,0.97335,0.97906,0.86903,0.93878,0.70165,0.97906,0.86903,0.93822,0.51573,0.95255,1.8344,0.59269,0.9393,0.0003269,0.0003269,0.0003269
171,3397.97,1.07272,2.121,0.77954,0.96762,0.98042,0.89033,0.94215,0.70918,0.9814,0.88243,0.93862,0.51237,0.90821,1.82848,0.56104,0.92878,0.000317,0.000317,0.000317
172,3417.3,1.08243,2.1069,0.77215,0.97001,0.95914,0.91636,0.94255,0.70763,0.95331,0.91079,0.94022,0.51049,0.92262,1.8251,0.56409,0.93428,0.0003071,0.0003071,0.0003071
173,3436.97,1.10215,2.08954,0.77614,0.97988,0.97829,0.90335,0.94242,0.70416,0.97554,0.89963,0.93893,0.51702,0.91563,1.78288,0.57208,0.93275,0.0002972,0.0002972,0.0002972
174,3456.45,1.07294,2.10211,0.74784,0.97505,0.97861,0.90335,0.94006,0.71626,0.97654,0.9052,0.943,0.51971,0.90195,1.78054,0.55943,0.9291,0.0002873,0.0002873,0.0002873
175,3475.9,1.04403,2.03807,0.7348,0.96265,0.98299,0.9145,0.94444,0.71843,0.97922,0.91264,0.94185,0.52269,0.8918,1.77316,0.54208,0.92646,0.0002774,0.0002774,0.0002774
176,3495.95,1.09459,2.10773,0.74985,1.00527,0.97486,0.91078,0.94386,0.71523,0.96864,0.9052,0.93916,0.50843,0.88951,1.76335,0.55295,0.92434,0.0002675,0.0002675,0.0002675
177,3515.6,1.06898,2.06831,0.75339,0.96997,0.97849,0.90149,0.94288,0.72153,0.97632,0.89963,0.9421,0.51296,0.87283,1.78647,0.55035,0.92064,0.0002576,0.0002576,0.0002576
178,3535.15,1.06988,2.06465,0.77087,0.96042,0.96405,0.91078,0.94297,0.72438,0.96011,0.90706,0.94021,0.5181,0.86557,1.77172,0.54713,0.9202,0.0002477,0.0002477,0.0002477
179,3554.7,1.06147,2.01365,0.76503,0.9725,0.98172,0.90335,0.94247,0.71994,0.97768,0.89963,0.93901,0.51161,0.87721,1.7592,0.56222,0.92181,0.0002378,0.0002378,0.0002378
180,3574.18,1.01142,1.99323,0.71289,0.94144,0.97952,0.90706,0.94307,0.71891,0.97751,0.9052,0.94273,0.52139,0.88966,1.759,0.55558,0.92304,0.0002279,0.0002279,0.0002279
181,3593.65,1.02255,1.97699,0.73412,0.95243,0.96856,0.91613,0.94512,0.72941,0.96856,0.91613,0.94383,0.53333,0.86153,1.74818,0.53821,0.9168,0.000218,0.000218,0.000218
182,3613.13,1.03386,1.98301,0.72323,0.95401,0.98187,0.90609,0.94521,0.72819,0.97986,0.90423,0.9436,0.53016,0.87071,1.75272,0.53973,0.91918,0.0002081,0.0002081,0.0002081
183,3632.55,1.04687,2.05842,0.73595,0.971,0.97495,0.91822,0.94418,0.73268,0.97297,0.91636,0.94346,0.53269,0.85624,1.74966,0.53474,0.91635,0.0001982,0.0001982,0.0001982
184,3652.07,1.0292,1.96837,0.73551,0.96432,0.98585,0.90619,0.94395,0.72568,0.9818,0.90248,0.94236,0.52865,0.86714,1.75311,0.54467,0.91566,0.0001883,0.0001883,0.0001883
185,3671.51,1.01674,1.94808,0.70071,0.95423,0.98313,0.91078,0.94428,0.72586,0.97641,0.90892,0.93966,0.51974,0.87801,1.75765,0.53728,0.92011,0.0001784,0.0001784,0.0001784
186,3690.73,1.01264,1.95145,0.71353,0.95059,0.98186,0.90543,0.94364,0.73031,0.97783,0.90191,0.94127,0.52316,0.86814,1.7534,0.53836,0.91818,0.0001685,0.0001685,0.0001685
187,3710.27,1.01585,1.98532,0.73884,0.94725,0.97811,0.91349,0.94518,0.73343,0.97243,0.9179,0.9436,0.52334,0.83941,1.74445,0.53332,0.90928,0.0001586,0.0001586,0.0001586
188,3729.8,1.01142,1.99033,0.70754,0.95175,0.98219,0.91264,0.94563,0.73525,0.97819,0.90892,0.94212,0.53342,0.84367,1.72684,0.53395,0.91023,0.0001487,0.0001487,0.0001487
189,3749.15,1.01439,1.98041,0.72637,0.95597,0.98986,0.90698,0.94448,0.73738,0.98784,0.906,0.94433,0.52871,0.83039,1.72353,0.52945,0.90586,0.0001388,0.0001388,0.0001388
190,3768.63,1.01166,1.99451,0.71549,0.94945,0.98468,0.91264,0.94531,0.73369,0.98268,0.91078,0.94363,0.53138,0.84073,1.72623,0.52933,0.90697,0.0001289,0.0001289,0.0001289
191,3850,1.12605,2.1587,0.82767,0.97898,0.97611,0.91124,0.94234,0.7213,0.97213,0.90752,0.93883,0.52087,0.87578,1.76607,0.55403,0.91531,0.000119,0.000119,0.000119
192,3869.22,1.01088,2.11986,0.68,0.96414,0.9732,0.90149,0.94094,0.71352,0.97064,0.89963,0.93883,0.51498,0.89876,1.78734,0.56692,0.92475,0.0001091,0.0001091,0.0001091
193,3887.57,0.99246,1.92803,0.64085,0.96235,0.97255,0.90892,0.94109,0.71446,0.96618,0.90335,0.93664,0.51406,0.88904,1.78128,0.56302,0.92138,9.92e-05,9.92e-05,9.92e-05
194,3906,0.99858,1.95596,0.63648,0.967,0.97026,0.90971,0.94155,0.71688,0.96235,0.90265,0.93468,0.5148,0.88765,1.76922,0.55879,0.91944,8.93e-05,8.93e-05,8.93e-05
195,3924.56,0.98035,1.94993,0.65373,0.95987,0.97344,0.91078,0.94212,0.72234,0.96634,0.90718,0.93946,0.51562,0.87079,1.7605,0.55213,0.91647,7.94e-05,7.94e-05,7.94e-05
196,3943.18,0.97827,1.95386,0.6411,0.95073,0.9781,0.91078,0.94227,0.72193,0.97206,0.90534,0.93966,0.51883,0.86757,1.75091,0.54794,0.91578,6.95e-05,6.95e-05,6.95e-05
197,3961.79,0.93459,1.98057,0.63922,0.96393,0.98064,0.91078,0.94244,0.72192,0.97839,0.90892,0.94128,0.51907,0.87098,1.7482,0.54442,0.91638,5.96e-05,5.96e-05,5.96e-05
198,3980.36,0.93451,1.95565,0.60528,0.94208,0.9851,0.91264,0.94337,0.73042,0.97908,0.90706,0.93882,0.51741,0.85486,1.74085,0.5365,0.91204,4.97e-05,4.97e-05,4.97e-05
199,3998.9,0.9246,1.91831,0.61383,0.93842,0.98391,0.90908,0.94397,0.73034,0.97787,0.9035,0.93967,0.52553,0.85238,1.73942,0.53562,0.91051,3.98e-05,3.98e-05,3.98e-05
200,4017.55,0.91002,1.9725,0.60289,0.94087,0.98393,0.91058,0.94432,0.73237,0.98003,0.91199,0.94339,0.52751,0.8505,1.73748,0.53507,0.90991,2.99e-05,2.99e-05,2.99e-05
